Word            Total Cum%    NN    VB    DT  PREP   ADJ    PN    CJ   ADV   QNT   SYM    UH
phosphate           7   93     7     0     0     0     0     0     0     0     0     0     0
photocathode        7   93     7     0     0     0     0     0     0     0     0     0     0
photochemical       7   93     0     0     0     0     7     0     0     0     0     0     0
photography         7   93     7     0     0     0     0     0     0     0     0     0     0
photos              7   93     7     0     0     0     0     0     0     0     0     0     0
pinched             7   93     0     4     0     0     3     0     0     0     0     0     0
pipes               7   93     7     0     0     0     0     0     0     0     0     0     0
piston              7   93     7     0     0     0     0     0     0     0     0     0     0
Plank               7   93     6     1     0     0     0     0     0     0     0     0     0
platoon             7   93     7     0     0     0     0     0     0     0     0     0     0
player's            7   93     7     0     0     0     0     0     0     0     0     0     0
pleaded             7   93     0     7     0     0     0     0     0     0     0     0     0
plentiful           7   93     0     0     0     0     7     0     0     0     0     0     0
plight              7   93     7     0     0     0     0     0     0     0     0     0     0
polar               7   93     0     0     0     0     7     0     0     0     0     0     0
polite              7   93     0     0     0     0     7     0     0     0     0     0     0
polyether           7   93     7     0     0     0     0     0     0     0     0     0     0
polymerization      7   93     7     0     0     0     0     0     0     0     0     0     0
ponds               7   93     7     0     0     0     0     0     0     0     0     0     0
pop                 7   93     5     2     0     0     0     0     0     0     0     0     0
